tracker_id,class_id,x_min,y_min,x_max,y_max
1,0,647.2096,589.0796,685.8489,632.1573
2,0,319.81216,370.25058,355.2179,410.91476
3,0,1267.4409,452.9224,1309.2882,494.094
4,0,146.33865,707.25916,188.50523,752.0123
5,0,873.42303,373.47574,914.81586,412.7398
6,0,345.5378,598.0351,388.50314,642.9772
7,0,44.756294,465.26733,84.0758,511.82928
8,0,1064.5363,451.77844,1107.2928,493.37405
9,0,234.79272,373.02005,274.38068,413.9043
10,0,969.01306,435.96243,1014.3774,477.68408
11,0,752.1849,66.365715,797.8201,109.094864
12,0,859.29767,502.7294,899.6517,543.6617
13,0,0.0,703.12225,16.377588,738.84326
14,0,582.4543,771.93835,626.8318,813.31213
15,0,246.17535,374.12427,288.9695,414.14026
16,0,911.6667,689.08026,951.74304,727.78186
17,0,860.1635,0.0,901.453,33.264225
18,0,235.88617,374.27237,287.10736,422.91394
19,0,974.92926,487.7542,1012.4263,527.6964
20,0,597.8043,286.63556,651.4411,336.73962
21,0,400.97266,62.78231,440.43478,104.73863
1,0,647.47577,589.136,685.7026,631.8316
2,0,319.87567,370.24228,355.30612,410.90045
3,0,1267.3566,452.77563,1309.1715,494.07733
6,0,345.66858,598.318,388.08054,642.2757
5,0,873.571,374.23917,914.7475,413.37268
4,0,145.92593,707.15485,188.41286,752.10284
7,0,45.020157,465.41748,83.86287,511.0599
8,0,1064.5706,451.75626,1107.2047,493.3052
9,0,232.48213,372.42,270.17053,412.75644
10,0,969.1989,436.01144,1014.30634,477.57834
12,0,859.4053,502.8644,899.60956,543.4352
13,0,0.0,703.11456,16.386194,738.71216
14,0,582.6442,771.5827,627.09094,813.09357
11,0,752.315,66.39428,797.6277,109.006546
15,0,246.42151,374.10834,288.86325,414.08115
17,0,860.15106,0.0,901.70886,33.264046
16,0,911.22003,688.7647,951.7947,727.8493
19,0,975.7709,490.76974,1010.28424,527.1124
18,0,235.73387,374.28122,286.8586,422.9756
20,0,597.9765,286.5334,651.2263,335.93152
21,0,401.3316,62.650234,440.44,104.5998
4,0,148.52481,701.9723,190.64536,745.80206
2,0,317.158,381.1597,351.0164,422.86148
1,0,648.1053,593.30365,689.0171,638.91406
3,0,1268.0931,453.0223,1309.3794,495.6333
6,0,356.01068,600.09735,397.35077,642.614
7,0,35.382874,467.60114,72.39947,508.52884
20,0,597.7054,283.16666,645.77386,326.81345
5,0,882.34033,374.6263,923.7907,415.63144
9,0,220.79422,366.22708,261.6243,408.52695
14,0,577.28723,768.5092,630.45087,813.16626
8,0,1066.3314,452.2134,1107.3865,493.98907
13,0,0.0,702.9522,15.965575,738.9484
17,0,863.2672,0.9781345,908.771,41.333084
12,0,859.644,503.71176,899.49554,543.14
15,0,247.69774,368.54724,285.1379,408.82834
16,0,911.4685,689.3517,951.6636,727.88727
10,0,975.7426,421.9754,1018.6301,466.19724
11,0,752.7992,67.74485,796.2345,109.9215
19,0,976.1953,489.3021,1010.986,526.62195
21,0,401.8814,63.39144,437.51627,100.25188
4,0,152.37312,697.19995,193.54938,737.59985
3,0,1274.9753,455.34232,1313.9364,494.57605
1,0,649.9224,595.49146,691.92346,641.9053
7,0,19.29278,449.78473,61.01706,492.0592
5,0,898.75,379.8639,940.57465,426.14783
2,0,307.92343,370.72778,347.94687,410.98956
6,0,366.15244,613.50916,406.20956,657.32794
12,0,858.9847,503.90942,900.1146,544.06805
8,0,1066.5883,451.81708,1107.4019,493.68454
10,0,981.4753,403.72318,1027.3403,445.88226
17,0,869.2033,10.070778,912.335,57.777588
16,0,910.65375,688.6372,950.9316,728.3759
13,0,0.0,702.61865,15.9874735,738.70074
11,0,750.1679,75.54642,801.4017,123.468544
9,0,207.20317,371.78818,246.94257,410.84274
20,0,599.05945,286.37122,646.2874,331.97647
21,0,397.27808,62.873672,437.71497,102.19673
19,0,974.15015,491.28476,1010.58563,528.0774
4,0,155.11696,694.8454,186.59753,728.34644
2,0,299.59714,386.82153,338.02826,425.75793
1,0,649.5804,604.8487,691.4171,649.6752
8,0,1062.0381,450.5017,1102.4302,491.78354
20,0,599.1439,299.89798,636.9011,341.59604
3,0,1277.7819,455.24707,1314.8416,494.83704
7,0,27.98195,433.14984,62.04077,471.2858
6,0,363.1104,607.7612,407.17645,656.3644
5,0,904.2617,372.2383,948.0164,416.902
12,0,859.729,504.92105,899.6359,543.9492
17,0,853.0947,16.827309,894.46796,59.80441
9,0,208.18416,378.3556,241.04257,414.07675
11,0,747.6044,81.860886,791.89355,123.34053
13,0,0.0,703.63556,15.528514,738.423
16,0,910.1977,688.2272,951.54913,728.01
15,0,230.93674,365.75964,269.2311,407.97214
21,0,388.39368,63.282875,427.53244,99.655464
26,0,1262.2003,450.56805,1313.9194,498.4108
3,0,1280.1501,456.63123,1313.4597,494.68552
1,0,652.3136,606.0734,693.49884,653.0609
4,0,154.22694,691.10583,189.22539,727.72754
8,0,1061.3524,449.72833,1102.4457,490.91153
20,0,601.0964,305.8893,636.3204,347.12335
12,0,860.203,504.72806,899.2563,543.66815
27,0,992.12805,444.52155,1024.0044,479.54865
7,0,32.648582,428.10843,68.40672,465.70166
11,0,742.70746,79.066216,787.2686,120.928734
2,0,297.93875,386.03506,340.7081,426.08746
5,0,901.09283,364.01468,936.2412,402.16678
13,0,0.0,703.3714,16.415339,738.6864
9,0,196.78899,379.23648,237.37965,417.62415
16,0,916.4524,688.55475,951.0824,726.3181
17,0,843.20276,16.878881,883.66034,57.46163
31,0,1277.5013,456.90628,1316.1421,504.67462
6,0,355.00195,608.3601,404.18134,661.18134
26,0,1263.4532,450.6454,1312.492,497.8404
6,0,355.02054,608.03485,394.85684,651.1697
4,0,153.6453,690.4841,189.03255,727.3971
1,0,652.19055,606.24,693.42975,653.2334
3,0,1280.7106,456.90143,1313.0701,494.26318
8,0,1061.3119,449.7696,1102.4419,490.90976
20,0,600.8527,305.56018,636.2613,346.87143
12,0,860.29767,504.7535,899.1736,543.432
27,0,992.32776,444.61935,1023.7411,478.98264
7,0,33.440582,428.22943,67.987114,465.09943
11,0,743.36566,79.00823,786.852,120.33156
2,0,297.85196,386.3791,340.88388,426.97705
5,0,901.3206,364.06958,935.915,401.71793
9,0,196.80043,379.43546,236.99683,417.3971
13,0,0.0,703.31757,16.360697,738.691
17,0,843.2639,16.677608,883.76056,57.261223
16,0,916.48425,687.96704,951.10785,725.7282
33,0,592.22076,304.46548,636.2197,352.517
34,0,836.97546,7.105372,885.62024,61.318237
26,0,1274.9158,451.58902,1313.7673,499.09897
36,0,600.94257,797.73224,634.95245,818.0
31,0,1277.9924,457.117,1316.0227,504.64282
35,0,30.10921,426.21933,68.634094,474.3952
37,0,988.4793,443.41537,1025.8684,488.74194
38,0,152.70918,686.2687,196.42136,733.0111
21,0,384.3469,61.69381,421.84863,100.27038
1,0,650.3277,615.2426,693.4955,663.9984
2,0,294.27267,389.0856,330.9625,427.2208
3,0,1279.0653,459.58917,1317.9092,494.50763
8,0,1069.0476,439.33157,1107.8463,483.68765
20,0,594.91125,311.05237,628.1467,352.21808
12,0,859.9556,504.73337,899.55286,544.0556
9,0,172.14664,370.66364,215.34576,409.9138
38,0,156.85736,682.5306,198.01418,726.4253
7,0,25.799389,413.2131,61.39271,453.15475
37,0,997.7312,451.37863,1039.489,492.6682
17,0,829.5612,18.427952,872.9786,59.59349
6,0,341.64264,611.0127,390.1499,660.94995
13,0,0.0,702.81104,16.472115,739.2032
16,0,915.975,687.78955,951.6031,725.8462
11,0,735.7108,69.072136,782.41815,112.907036
19,0,965.73553,486.66916,1008.6866,532.48987
21,0,383.24326,58.2302,423.07712,99.14167
31,0,1275.2385,458.29068,1319.9943,505.1836
33,0,592.1524,309.02682,636.42163,357.1907
7,0,0.70098263,399.4027,42.495846,440.99222
2,0,285.4199,397.72736,321.55658,437.9256
42,0,881.34106,330.3842,920.1079,371.3793
8,0,1080.0316,435.6184,1119.9336,478.85773
17,0,815.7969,35.372498,852.16394,73.723946
4,0,153.9694,679.78937,186.88548,713.51544
1,0,656.2427,629.567,694.2385,670.48804
31,0,1281.9492,460.27783,1320.2653,502.11273
12,0,860.0035,504.73672,899.75146,543.8981
20,0,595.99,312.12335,627.9209,351.62192
13,0,0.0,703.10284,16.421347,738.4915
16,0,916.38745,689.7564,951.6132,726.5211
11,0,734.07135,75.12108,780.1561,118.21765
21,0,386.04352,58.402714,420.12195,94.72248
9,0,162.46603,363.75217,206.07607,407.47586
33,0,590.97186,310.99164,631.9329,356.5236
38,0,152.6733,677.642,189.29428,723.0425
15,0,213.85417,372.81174,248.27968,408.81564
26,0,1271.825,453.41638,1318.9929,503.2946
42,0,891.37286,322.07715,933.58203,363.37012
4,0,152.7456,668.5913,190.88681,710.6723
2,0,292.5177,404.11142,334.01895,449.16824
12,0,858.2432,504.43704,899.0448,544.8805
8,0,1075.8441,434.0788,1116.0056,478.5244
7,0,0.0,394.2471,27.788658,427.13446
1,0,656.096,633.65753,699.4629,681.4828
6,0,359.2122,628.8933,400.7177,674.4181
31,0,1286.3962,463.26767,1325.2949,502.4708
20,0,581.7583,316.62817,625.58374,362.19864
37,0,1015.19476,447.61774,1061.5691,494.5828
9,0,174.81819,355.71362,227.88684,411.90298
11,0,729.53925,74.46167,780.0341,125.324776
16,0,915.0051,687.95056,952.115,726.768
13,0,0.0,702.07666,17.561537,739.647
21,0,382.3458,51.52071,417.6467,90.32695
26,0,1278.136,459.90866,1324.4125,507.61215
33,0,573.5979,312.2787,622.9234,364.71646
5,0,911.69196,337.92923,949.5952,377.4955
8,0,1068.017,434.78265,1111.3057,480.07544
15,0,185.71182,364.53418,235.448,414.794
1,0,657.92957,639.1026,698.1997,684.8497
50,0,811.39886,84.93786,840.02216,119.86045
12,0,858.1827,504.68668,899.4249,545.4657
2,0,289.76755,414.78296,330.81305,458.9384
26,0,1284.8696,463.76114,1327.489,506.9211
7,0,0.0,404.55743,25.766161,445.2355
4,0,155.7825,662.1938,193.431,708.91034
33,0,566.3008,311.93494,615.74615,359.31464
6,0,368.32983,627.43994,413.76318,673.93884
13,0,0.0,702.2617,16.920095,738.85895
11,0,725.7658,78.90667,776.1153,125.4077
21,0,385.94113,44.48487,420.3758,81.92033
16,0,916.01953,689.6125,951.2616,726.77954
48,0,179.7213,368.99997,232.35924,426.15314
4,0,152.72923,658.94495,185.9276,694.11676
2,0,280.99915,434.6931,315.11594,475.74072
12,0,858.0885,504.53958,900.17145,545.49896
1,0,656.36444,646.48865,700.913,696.18036
31,0,1292.1603,461.63675,1331.0018,502.08902
5,0,931.9527,346.8285,978.32574,392.8056
8,0,1057.8466,440.46512,1104.6517,484.56024
16,0,912.57336,687.0067,951.9171,727.33453
33,0,561.41223,291.0702,607.0838,340.24716
21,0,381.24445,45.845806,418.21606,82.403275
13,0,0.0,703.52356,16.06712,738.53986
11,0,710.01465,79.50329,760.0386,127.73441
15,0,181.4163,357.3885,215.6184,401.03577
26,0,1280.9117,457.00742,1329.6255,503.4342
38,0,150.59805,658.76843,186.55998,707.2377
19,0,966.9281,484.18237,1008.26544,529.04877
4,0,153.41158,660.3077,185.56192,695.3517
53,0,825.0131,107.46049,857.89996,142.70432
2,0,281.18234,434.9287,314.54553,475.25558
12,0,858.1028,504.541,900.1642,545.4742
1,0,656.5935,646.791,700.8967,696.2661
31,0,1291.6692,461.15652,1331.1769,502.11768
54,0,212.64088,337.7088,244.50694,376.7242
5,0,932.22925,346.91858,978.40436,392.90643
56,0,1010.8561,496.10837,1043.3799,535.82263
8,0,1057.9973,440.33258,1104.5834,484.2975
55,0,383.83362,663.3772,426.0508,703.59326
57,0,1.830158,401.2385,51.816795,444.6857
16,0,912.6908,687.03894,951.8689,727.3105
21,0,381.55212,46.126152,417.98465,82.31773
33,0,562.05334,291.57724,607.0052,340.3206
13,0,0.0,703.5113,16.09101,738.5053
58,0,822.2559,105.45107,860.10205,152.89603
60,0,204.2199,335.83228,246.07133,389.94168
11,0,710.3023,79.692856,759.2583,127.84188
59,0,270.9835,431.39746,315.60504,477.503
15,0,181.46016,357.63312,215.27661,400.97275
61,0,184.46677,347.66415,229.03761,399.36
26,0,1280.9124,456.73685,1329.7725,503.3267
38,0,150.55685,658.6893,186.5811,707.28815
62,0,991.4741,486.852,1040.3176,536.98987
19,0,966.98785,484.11514,1008.13794,529.0865
38,0,140.61456,654.9258,178.76218,695.9071
1,0,656.5695,662.23883,699.07324,708.5579
2,0,293.61572,449.8365,331.5849,494.07388
33,0,565.00775,287.60477,606.6576,332.61145
12,0,858.59467,505.8569,899.10156,544.549
31,0,1296.2545,468.58298,1331.7177,503.2876
6,0,388.84048,634.7301,433.92896,679.8352
8,0,1057.6007,448.94327,1103.3828,490.1962
5,0,937.55994,330.99936,978.70526,373.66367
58,0,841.4795,103.996605,878.39136,146.34135
15,0,164.09637,362.8137,211.80002,406.512
11,0,710.0717,75.692894,757.34705,120.05643
57,0,15.340804,412.70847,57.511833,454.7846
56,0,1016.1405,482.55148,1055.0352,525.8963
13,0,0.0,702.7308,16.90474,739.0109
21,0,381.36807,45.00106,415.98962,80.61018
16,0,916.6489,688.5899,950.9318,726.7962
60,0,190.42001,335.9009,260.28973,392.7592
19,0,968.2467,487.70108,1004.2133,528.61566
26,0,1288.3645,464.88306,1331.4463,505.47455
2,0,290.44446,459.8921,336.81467,507.72568
15,0,171.83148,361.3186,212.3057,398.64374
31,0,1297.7346,468.3519,1332.6189,504.96844
1,0,650.94806,663.6388,698.98785,714.2812
33,0,547.904,278.59863,597.2296,328.86993
6,0,400.2764,633.2589,447.9909,675.6948
37,0,1054.6144,454.0175,1104.4012,495.07687
12,0,858.4291,505.58795,899.89557,544.8158
5,0,917.72614,328.76373,961.45337,373.83298
57,0,24.725336,418.03064,61.68009,455.69196
58,0,842.1032,117.82045,884.45264,163.19719
13,0,0.0,703.5073,15.723738,738.15106
16,0,913.93304,687.776,951.9407,727.76263
54,0,217.45465,332.6159,263.9549,375.0774
38,0,136.2531,651.68805,171.69296,691.08
21,0,379.2541,36.787067,413.57828,71.019035
11,0,710.091,74.468735,759.2824,121.762054
6,0,414.22058,621.27466,460.12393,664.68994
35,0,34.01676,430.4316,75.76231,474.73874
1,0,653.18353,670.3073,696.83136,718.17615
26,0,1299.2306,464.23615,1340.7908,505.52054
12,0,858.40485,505.50586,899.7318,544.27875
42,0,901.0604,318.09274,944.0053,361.96692
58,0,865.1169,111.67407,905.7137,152.75244
33,0,548.33594,272.25644,591.23364,316.4663
59,0,275.36353,446.72,320.57477,491.36102
37,0,1054.0476,456.96564,1102.4906,499.2234
11,0,710.77295,79.56494,759.50793,124.84669
16,0,913.98535,687.48456,951.8329,727.1822
38,0,135.81401,646.0438,172.2906,685.3627
13,0,0.0,702.95966,16.581379,739.0808
15,0,162.27707,356.87552,205.38391,399.3438
15,0,163.52412,358.18567,202.37823,392.7093
12,0,858.8407,505.49808,899.8453,544.2113
31,0,1301.125,470.44354,1336.4705,508.55695
58,0,881.09955,122.558525,918.9312,160.3764
1,0,651.5105,680.8542,695.3075,728.40955
33,0,545.0603,278.38922,583.5918,317.5858
60,0,213.83453,351.40955,242.73907,386.20944
6,0,415.29486,641.16656,454.25034,683.24255
59,0,284.01486,429.20477,329.87436,478.1927
38,0,126.817276,648.04156,162.58139,684.17865
8,0,1055.9996,449.5582,1100.4257,497.4346
21,0,368.51776,39.106636,403.69543,69.30221
16,0,914.92456,687.98157,952.49475,727.6763
13,0,0.0,703.3378,16.233915,739.2646
11,0,702.76465,80.230965,746.777,121.64279
66,0,210.10191,348.30423,248.08104,391.16248
37,0,1056.3403,459.4706,1102.6958,504.03305
6,0,421.47653,657.21655,459.5597,696.273
12,0,858.7767,505.4645,899.66797,544.22064
38,0,127.36558,649.97815,157.71573,681.6168
42,0,911.59235,296.19324,955.48883,339.20786
1,0,650.4072,684.6874,695.0062,733.55225
70,0,862.68884,133.02213,901.88696,173.78519
31,0,1301.5032,469.15555,1338.9786,510.31445
15,0,160.31769,356.35,195.32735,389.7816
68,0,47.080547,465.89404,92.002785,508.99567
37,0,1058.7726,461.77255,1105.3158,506.03964
33,0,533.89557,290.01038,576.832,331.62125
66,0,204.54741,345.9908,237.35303,385.64407
74,0,155.12766,352.4092,196.77174,392.59344
16,0,914.9373,687.66125,951.7955,726.98755
11,0,699.5105,77.93151,748.7537,122.08511
13,0,0.0,703.35425,16.148434,739.4294
61,0,196.19086,342.60944,239.31943,387.32672
21,0,370.84692,32.792904,404.34528,67.48996
8,0,1057.1409,436.56168,1100.541,492.41196
73,0,125.63358,647.4922,161.7784,686.12274
6,0,421.54147,657.23474,459.51117,696.2821
1,0,650.5674,685.3015,694.59125,733.65576
38,0,127.43868,649.9894,157.70908,681.4685
12,0,858.8458,505.48456,899.624,544.13727
42,0,911.6148,296.15897,955.58636,339.14304
70,0,862.869,133.0285,901.8204,173.71484
31,0,1301.4624,469.00238,1338.985,510.33292
15,0,160.34456,356.2673,195.3089,389.706
68,0,47.49038,465.9152,92.13376,508.39435
37,0,1058.7858,461.63757,1105.279,506.0053
76,0,305.1053,413.75314,342.85522,454.54138
33,0,534.252,290.0703,576.7196,331.5353
66,0,204.58714,345.9632,237.30684,385.62582
74,0,155.15262,352.23987,196.7806,392.48914
16,0,914.9375,687.661,951.7371,726.95245
11,0,699.6495,78.02416,748.3863,121.93586
13,0,0.0,703.35065,16.229053,739.51697
77,0,977.45447,503.08725,1017.43164,542.55646
78,0,419.44247,658.00415,461.9502,707.38055
80,0,362.85162,603.1399,397.74338,644.27893
61,0,195.92387,342.40656,239.26598,387.31815
79,0,695.4187,77.42375,763.21826,130.61327
73,0,125.74051,647.46844,161.76382,686.0765
8,0,1057.2054,436.66956,1100.5614,493.1755
21,0,370.85287,32.97317,404.14935,67.71388
76,0,298.63385,391.4301,336.8331,431.75165
78,0,422.96118,666.4649,470.58774,711.3354
38,0,123.18376,641.40186,153.47707,676.4996
15,0,160.43175,351.58142,193.78815,387.17865
31,0,1306.5093,469.5396,1342.6506,508.76862
1,0,649.8785,696.26556,695.78595,748.8171
42,0,929.578,299.05304,974.95154,343.8361
33,0,523.32587,288.97375,575.4852,336.02103
66,0,197.13258,350.9758,228.53825,388.2034
12,0,857.84546,504.64246,899.9003,545.0537
11,0,695.5073,78.18007,748.2221,123.36684
70,0,866.53186,155.30638,901.213,194.87717
74,0,155.59256,349.00256,195.74887,391.3048
37,0,1056.6458,460.44217,1106.5967,506.76123
57,0,43.229538,439.87,84.55562,488.94147
13,0,0.0,703.8232,15.993726,739.5056
16,0,915.1702,688.447,952.83185,727.0498
3,0,1297.7999,466.71844,1341.5677,510.87305
77,0,974.5244,503.01807,1017.29346,545.1731
79,0,693.384,78.32489,763.77625,128.91228
21,0,372.10693,28.366821,404.22882,61.780407
38,0,112.280525,639.3754,150.8155,676.7049
15,0,149.93367,349.557,184.90051,385.1463
1,0,643.4299,702.04083,689.5934,751.3784
70,0,879.9815,149.4684,922.4229,192.17242
6,0,429.81253,639.10785,469.98938,678.80896
5,0,940.16693,302.69092,985.83344,344.96307
31,0,1314.3146,478.4823,1344.0,509.05002
33,0,525.4692,300.67407,560.5075,339.68146
12,0,857.7894,505.19916,899.9245,544.6831
11,0,698.9198,83.37638,741.6232,126.952515
35,0,31.413336,431.7683,74.921074,474.63336
13,0,0.0,703.8791,16.020452,739.0863
16,0,914.8836,687.8375,952.53827,727.2561
66,0,195.83925,360.83362,229.07626,401.37726
83,0,293.2371,359.35684,326.16394,392.47766
15,0,143.71375,345.91623,175.12581,378.25858
48,0,209.04897,387.50375,244.87369,426.74673
1,0,643.24493,706.3443,687.2665,754.05725
31,0,1315.1873,480.28162,1344.0,513.61255
35,0,36.720333,422.27896,73.60564,461.38187
33,0,518.2687,290.79065,557.10736,328.1132
38,0,108.371284,634.6433,146.94128,673.0825
70,0,895.54706,143.13387,938.6606,186.2567
11,0,694.4054,92.07122,734.35,132.20251
5,0,951.4599,292.96216,991.51117,338.93195
12,0,857.9181,505.10062,900.0579,544.97534
74,0,139.27534,344.2923,177.33162,383.211
13,0,0.0,703.7081,16.070868,739.1687
37,0,1057.723,477.4717,1109.3663,524.4365
3,0,1309.7834,477.66223,1344.0,521.57526
16,0,914.8109,687.4496,953.1218,727.83215
15,0,131.22888,342.2764,168.84152,376.309
70,0,914.9309,152.82848,951.6714,193.13203
1,0,640.4983,717.4231,686.172,764.88666
90,0,523.61566,277.59637,557.4384,316.83295
38,0,106.92049,629.37585,140.65308,662.927
31,0,1313.4882,481.3245,1344.0,515.6304
35,0,37.89694,415.07547,67.06819,451.7319
12,0,857.2319,504.9291,900.2021,545.3223
11,0,682.91846,87.28127,727.6058,129.2236
42,0,927.5632,278.80472,972.0918,322.7483
48,0,227.12526,390.9704,262.96588,429.58945
33,0,521.13873,274.92517,562.1964,323.62955
13,0,0.0,703.8805,15.76311,739.0458
16,0,912.8328,687.326,953.3043,727.949
77,0,967.0744,504.41705,1011.77716,545.9237
15,0,131.08546,342.278,169.05754,376.16428
70,0,914.90686,152.63971,951.6888,193.18532
38,0,106.81433,629.41077,140.57721,663.05817
1,0,639.9349,717.5732,686.1428,765.9637
90,0,523.50525,277.63898,557.6684,316.99182
31,0,1313.2933,480.95374,1344.0,515.78845
35,0,37.780933,415.02432,67.33133,452.02682
12,0,857.19293,504.91016,900.30396,545.3051
92,0,272.5271,351.63483,305.73822,388.68436
11,0,682.7304,87.5312,727.9204,129.72581
42,0,927.974,278.81076,971.92224,322.57794
93,0,388.12482,633.99335,428.6275,670.23016
48,0,227.00975,390.95972,262.11734,429.65552
33,0,521.0836,274.95892,562.331,323.7938
13,0,0.0,703.89294,15.783017,739.0127
16,0,911.74414,687.6055,953.3654,728.3915
77,0,966.57745,504.5183,1011.2304,546.1049
94,0,914.44165,153.74655,955.38446,203.93404
96,0,105.98142,627.7416,142.74207,672.8664
98,0,920.1231,155.54745,961.0305,214.02734
74,0,129.94281,340.66153,171.85402,388.83594
15,0,129.53781,334.23645,169.06012,375.51828
